iter	Passed	Remaining
305	2401	1522
306	2410	1515
307	2423	1510
308	2431	1502
309	2439	1494
310	2447	1487
311	2457	1480
312	2464	1472
313	2473	1465
314	2483	1458
315	2489	1449
316	2499	1443
317	2505	1433
318	2518	1428
319	2527	1421
320	2538	1415
321	2548	1408
322	2555	1400
323	2565	1393
324	2575	1386
325	2585	1379
326	2591	1371
327	2598	1362
328	2608	1355
329	2620	1349
330	2631	1343
331	2641	1336
332	2652	1330
333	2663	1323
334	2673	1316
335	2682	1309
336	2694	1303
337	2703	1295
338	2712	1288
339	2720	1280
340	2729	1272
341	2738	1265
342	2750	1259
343	2759	1251
344	2768	1244
345	2777	1236
346	2786	1228
347	2796	1221
348	2806	1214
349	2816	1207
350	2826	1199
351	2838	1193
352	2847	1185
353	2856	1178
354	2860	1168
355	2869	1160
356	2878	1153
357	2889	1146
358	2901	1139
359	2910	1132
360	2921	1124
361	2932	1117
362	2941	1110
363	2950	1102
364	2959	1094
365	2971	1087
366	2980	1080
367	2988	1072
368	2995	1063
369	3004	1055
370	3016	1048
371	3021	1039
372	3029	1031
373	3040	1024
374	3049	1016
375	3054	1007
376	3063	999
377	3072	991
378	3080	983
379	3089	975
380	3098	967
381	3106	959
382	3117	952
383	3123	943
384	3131	935
385	3139	927
386	3150	919
387	3158	911
388	3166	903
389	3175	895
390	3187	888
391	3194	880
392	3202	871
393	3211	864
394	3217	855
395	3224	846
396	3231	838
397	3249	832
398	3259	825
399	3273	818
400	3285	811
401	3296	803
402	3303	795
403	3313	787
404	3318	778
405	3325	769
406	3334	762
407	3339	753
408	3345	744
409	3350	735
410	3354	726
411	3359	717
412	3365	709
413	3372	700
414	3376	691
415	3381	682
416	3385	673
417	3390	665
418	3396	656
419	3400	647
420	3405	639
421	3411	630
422	3415	621
423	3419	612
424	3424	604
425	3429	595
426	3434	587
427	3438	578
428	3442	569
429	3447	561
430	3450	552
431	3454	543
432	3459	535
433	3466	527
434	3473	519
435	3483	511
436	3487	502
437	3493	494
438	3497	485
439	3500	477
440	3504	468
441	3508	460
442	3512	451
443	3516	443
444	3523	435
445	3528	427
446	3535	419
447	3539	410
448	3544	402
449	3548	394
450	3552	385
451	3555	377
452	3559	369
453	3563	361
454	3569	352
455	3574	344
456	3579	336
457	3584	328
458	3588	320
459	3591	312
460	3597	304
461	3601	296
462	3606	288
463	3612	280
464	3617	272
465	3621	264
466	3625	256
467	3629	248
468	3633	240
469	3637	232
470	3644	224
471	3648	216
472	3652	208
473	3656	200
474	3661	192
475	3667	184
476	3673	177
477	3677	169
478	3682	161
479	3687	153
480	3696	146
481	3700	138
482	3705	130
483	3709	122
484	3715	114
485	3720	107
486	3727	99
487	3733	91
488	3739	84
489	3746	76
490	3751	68
491	3756	61
492	3761	53
493	3765	45
494	3771	38
495	3775	30
496	3778	22
497	3784	15
498	3789	7
499	3794	0
