iter	Passed	Remaining
403	3446	818
404	3450	809
405	3454	799
406	3459	790
407	3464	781
408	3472	772
409	3476	763
410	3481	753
411	3485	744
412	3491	735
413	3496	726
414	3500	716
415	3511	709
416	3517	700
417	3521	690
418	3526	681
419	3532	672
420	3537	663
421	3542	654
422	3548	645
423	3553	636
424	3560	628
425	3567	619
426	3571	610
427	3575	601
428	3580	592
429	3624	590
430	3630	581
431	3636	572
432	3642	563
433	3648	554
434	3653	545
435	3659	537
436	3665	528
437	3669	519
438	3674	510
439	3680	501
440	3687	493
441	3692	484
442	3698	475
443	3702	467
444	3708	458
445	3712	449
446	3719	441
447	3724	432
448	3731	423
449	3737	415
450	3743	406
451	3748	398
452	3753	389
453	3760	381
454	3766	372
455	3774	364
456	3779	355
457	3786	347
458	3794	338
459	3801	330
460	3807	322
461	3813	313
462	3818	305
463	3825	296
464	3830	288
465	3835	279
466	3843	271
467	3850	263
468	3857	254
469	3864	246
470	3870	238
471	3876	229
472	3883	221
473	3889	213
474	3895	205
475	3899	196
476	3904	188
477	3908	179
478	3913	171
479	3917	163
480	3920	154
481	3923	146
482	3927	138
483	3933	130
484	3936	121
485	3945	113
486	3950	105
487	3955	97
488	3960	89
489	3966	80
490	3970	72
491	3974	64
492	3978	56
493	3982	48
494	3988	40
495	3992	32
496	3996	24
497	4000	16
498	4005	8
499	4009	0
