iter	Passed	Remaining
0	6	3090
1	12	3100
2	16	2807
3	21	2713
4	28	2789
5	34	2826
6	40	2864
7	46	2837
8	52	2883
9	58	2843
10	63	2833
11	70	2868
12	77	2891
13	86	3000
14	94	3063
15	100	3049
16	107	3050
17	114	3063
18	121	3078
19	128	3087
20	135	3083
21	142	3090
22	149	3097
23	157	3127
24	164	3125
25	171	3126
26	181	3182
27	188	3180
28	195	3168
29	202	3172
30	210	3188
31	217	3182
32	223	3164
33	231	3179
34	239	3180
35	245	3163
36	252	3165
37	259	3160
38	267	3167
39	274	3158
40	280	3144
41	288	3142
42	296	3148
43	303	3141
44	311	3148
45	318	3144
46	326	3143
47	332	3129
48	340	3129
49	345	3112
50	355	3125
51	363	3131
52	371	3136
53	381	3152
54	388	3143
55	396	3143
56	403	3137
57	410	3126
58	417	3121
59	425	3118
60	432	3109
61	441	3115
62	447	3106
63	455	3099
64	462	3097
65	470	3090
66	478	3092
67	486	3088
68	492	3078
69	700	4306
70	709	4286
71	718	4271
72	727	4254
73	736	4237
74	742	4209
75	754	4211
76	762	4188
77	770	4170
78	778	4148
79	787	4131
80	793	4103
81	799	4077
82	804	4044
83	812	4025
84	817	3991
85	824	3968
86	831	3949
87	839	3931
88	848	3916
89	853	3887
90	861	3872
91	868	3850
92	875	3829
93	883	3813
94	890	3796
95	899	3783
96	905	3761
97	911	3740
98	921	3730
99	928	3715
100	937	3701
101	945	3687
102	952	3672
103	962	3663
104	968	3641
105	975	3626
106	981	3606
107	989	3590
108	995	3570
109	1002	3553
110	1011	3544
111	1019	3530
112	1024	3510
113	1033	3498
114	1040	3482
115	1045	3461
116	1052	3446
117	1059	3429
118	1066	3416
119	1080	3420
120	1087	3406
121	1092	3385
122	1099	3369
123	1106	3355
124	1113	3339
125	1118	3320
126	1127	3310
127	1133	3295
128	1142	3286
129	1150	3273
130	1157	3261
131	1164	3245
132	1174	3240
133	1180	3225
134	1190	3218
135	1198	3208
136	1205	3194
137	1212	3179
138	1222	3173
139	1237	3182
140	1244	3167
141	1254	3161
142	1269	3169
143	1275	3154
144	1283	3142
145	1292	3133
146	1303	3129
147	1317	3134
148	1326	3125
149	1338	3122
150	1344	3107
151	1353	3098
152	1361	3087
153	1372	3083
154	1384	3082
155	1392	3071
156	1401	3062
157	1409	3051
158	1418	3042
159	1428	3035
160	1440	3032
161	1449	3024
162	1458	3015
163	1470	3012
164	1481	3008
165	1489	2997
166	1498	2988
167	1509	2982
168	1516	2969
169	1526	2962
170	1536	2955
171	1545	2946
172	1553	2935
173	1564	2932
174	1576	2928
175	1584	2917
176	1591	2903
177	1599	2893
178	1606	2881
179	1613	2868
180	1621	2857
181	1627	2844
182	1636	2834
183	1643	2822
184	1654	2817
185	1694	2861
186	1702	2848
187	1710	2839
188	1719	2829
189	1728	2819
190	1736	2809
191	1741	2793
192	1749	2783
193	1756	2770
194	1762	2757
195	1770	2746
196	1777	2733
197	1787	2726
198	1796	2717
199	1805	2708
200	1813	2697
201	1824	2691
202	1830	2678
203	1840	2670
204	1850	2663
205	1858	2652
206	1866	2642
207	1876	2634
208	1886	2626
209	1896	2618
210	1907	2612
211	1916	2603
212	1925	2594
213	1933	2583
214	1941	2573
215	1948	2561
216	1956	2551
217	1963	2540
218	1974	2532
219	1980	2520
220	1987	2508
221	1997	2500
222	2008	2494
223	2020	2489
224	2025	2475
225	2038	2471
226	2046	2461
227	2052	2448
228	2059	2436
229	2066	2425
230	2076	2417
231	2085	2408
232	2093	2399
233	2101	2389
234	2108	2377
235	2117	2368
236	2127	2360
237	2139	2355
238	2150	2348
239	2155	2335
240	2167	2329
241	2176	2320
242	2185	2311
243	2194	2302
244	2203	2293
245	2215	2287
246	2225	2279
247	2234	2270
248	2246	2264
249	2256	2256
250	2263	2245
251	2270	2234
252	2281	2227
253	2292	2220
254	2300	2210
255	2309	2200
256	2316	2190
257	2324	2180
258	2332	2170
259	2343	2163
260	2355	2156
261	2364	2147
262	2377	2142
263	2386	2133
264	2396	2124
265	2401	2113
266	2410	2103
267	2418	2093
268	2427	2084
269	2436	2075
270	2444	2065
271	2453	2056
272	2462	2047
273	2471	2038
274	2482	2030
275	2489	2020
276	2500	2013
277	2507	2002
278	2513	1990
279	2521	1980
280	2534	1974
281	2544	1967
282	2553	1957
283	2560	1947
284	2567	1936
285	2575	1927
286	2582	1916
287	2590	1906
288	2597	1896
289	2604	1886
290	2611	1875
291	2618	1865
292	2625	1854
293	2671	1871
294	2680	1862
295	2687	1852
296	2694	1841
297	2704	1833
298	2711	1822
299	2719	1813
300	2728	1803
301	2735	1793
302	2744	1784
303	2751	1773
304	2757	1763
305	2765	1753
306	2773	1743
307	2780	1733
308	2787	1723
309	2796	1714
310	2803	1703
311	2811	1693
312	2818	1683
313	2825	1673
314	2831	1663
315	2839	1653
316	2846	1643
317	2854	1633
318	2860	1623
319	2867	1612
320	2877	1604
321	2882	1593
322	2890	1583
323	2898	1574
324	2913	1568
325	2925	1561
326	2934	1552
327	2941	1542
328	2950	1533
329	2961	1525
330	2969	1516
331	2977	1506
332	2984	1496
333	2993	1487
334	2999	1477
335	3005	1466
336	3010	1456
337	3016	1446
338	3028	1438
339	3035	1428
340	3044	1419
341	3050	1409
342	3058	1399
343	3066	1390
344	3075	1381
345	3084	1373
346	3092	1363
347	3097	1352
348	3106	1343
349	3113	1334
350	3121	1325
351	3131	1316
352	3136	1306
353	3143	1296
354	3149	1286
355	3155	1276
356	3162	1266
357	3170	1257
358	3177	1247
359	3183	1238
360	3191	1229
361	3195	1218
362	3202	1208
363	3208	1198
364	3214	1188
365	3220	1179
366	3224	1168
367	3232	1159
368	3236	1148
369	3247	1141
370	3254	1131
371	3260	1122
372	3267	1112
373	3274	1103
374	3279	1093
375	3288	1084
376	3293	1074
377	3301	1065
378	3308	1056
379	3313	1046
380	3316	1035
381	3324	1026
382	3328	1016
383	3336	1007
384	3340	997
385	3345	987
386	3349	977
387	3353	967
388	3359	958
389	3364	948
390	3369	939
391	3373	929
392	3379	920
393	3388	911
394	3398	903
395	3405	894
396	3409	884
397	3413	874
398	3417	865
399	3421	855
400	3428	846
401	3432	836
402	3438	827
