iter	F1	CrossEntropy
0	0.9237668161	0.1955054249
1	0.932735426	0.1244509101
2	0.9380530973	0.1100314303
3	0.9592760181	0.08230005709
4	0.9777777778	0.05920057803
5	0.9821428571	0.0477997898
6	0.9910714286	0.04385957763
7	0.9910714286	0.03335460723
8	1	0.0201517199
9	1	0.01834078143
10	1	0.01711192787
11	1	0.01470057585
12	1	0.01192405777
13	1	0.01018351856
14	1	0.008335756391
15	1	0.007387006334
16	1	0.007324840932
17	1	0.007200366367
18	1	0.006939171397
19	1	0.006917704214
20	1	0.006880666145
21	1	0.006453748266
22	1	0.005623149524
23	1	0.00520428503
24	1	0.004587159526
25	1	0.004526857174
26	1	0.004526254148
27	1	0.004477958867
28	1	0.004210088531
29	1	0.004205629631
30	1	0.00414932676
31	1	0.003871263285
32	1	0.003491556782
33	1	0.003265303557
34	1	0.003265208002
35	1	0.003022922816
36	1	0.002997596275
37	1	0.002997590918
38	1	0.002702942057
39	1	0.002607165976
40	1	0.002480459608
41	1	0.002417822334
42	1	0.002411057625
43	1	0.002395443188
44	1	0.002395384762
45	1	0.002395244741
46	1	0.0022975095
47	1	0.002211384071
48	1	0.002131330983
49	1	0.002131151093
50	1	0.002130902353
51	1	0.002119832665
52	1	0.002095389488
53	1	0.002094985344
54	1	0.002093620178
55	1	0.002087973016
56	1	0.002087921393
57	1	0.002074121382
58	1	0.001977851657
59	1	0.001889388132
60	1	0.001841038133
61	1	0.001840906874
62	1	0.001840869317
63	1	0.001840517047
64	1	0.001763622502
65	1	0.001763610301
66	1	0.001763004005
67	1	0.001762803039
68	1	0.00172066762
69	1	0.001696970813
70	1	0.001696964718
71	1	0.001654874661
72	1	0.001652095567
73	1	0.001652065639
74	1	0.001631462335
75	1	0.001589352413
76	1	0.001541189561
77	1	0.001495840597
78	1	0.001495639878
79	1	0.001463636417
80	1	0.001463628427
81	1	0.001463368035
82	1	0.001463343556
83	1	0.001425027056
84	1	0.00142501254
85	1	0.001373603577
86	1	0.001372955849
87	1	0.001372898063
88	1	0.001372889445
89	1	0.001305441694
90	1	0.001305438928
91	1	0.001273200126
92	1	0.001272633549
93	1	0.001271888367
94	1	0.001271876127
95	1	0.001271746632
96	1	0.001250524777
97	1	0.001215186363
98	1	0.001169683778
99	1	0.00114027583
