iter	F1	CrossEntropy
0	0.9826718837	0.6284715504
1	0.9832962138	0.5663467061
2	0.984991662	0.5066569513
3	0.9849749583	0.4638340953
4	0.987791343	0.4218846313
5	0.989438577	0.3856631769
6	0.989438577	0.3487854289
7	0.9894268225	0.3124642699
8	0.99	0.2821711288
9	0.9888641425	0.2545321767
10	0.9899888765	0.2306501641
11	0.9927737632	0.211124346
12	0.9938922821	0.1934708938
13	0.9938990571	0.1781288354
14	0.9938990571	0.1626323797
15	0.9938990571	0.1505633862
16	0.9938990571	0.1401392209
17	0.9938990571	0.1293304516
18	0.9944567627	0.1201072432
19	0.9938990571	0.1115257976
20	0.9938990571	0.1033184447
21	0.9938990571	0.09651006372
22	0.9938990571	0.09069186702
23	0.9938990571	0.08502417834
24	0.9938990571	0.07994831702
25	0.9950027762	0.07530684054
26	0.9955604883	0.07080555871
27	0.9955604883	0.06702838073
28	0.9955604883	0.06369060916
29	0.9966666667	0.06049900623
30	0.9966666667	0.05761426441
31	0.9966666667	0.05499272766
32	0.9966666667	0.05239250371
33	0.9966666667	0.05027170737
34	0.9966666667	0.04784856931
35	0.9972237646	0.04590448811
36	0.9966703663	0.04409102026
37	0.9966703663	0.04290825195
38	0.9966703663	0.0410597505
39	0.9966703663	0.04018602708
40	0.9966703663	0.03887465304
41	0.9972237646	0.03733926004
42	0.9966703663	0.03618689166
43	0.9966703663	0.03508704062
44	0.9966703663	0.03396768329
45	0.9966703663	0.03276998169
46	0.9977802442	0.03159695985
47	0.9977802442	0.03069528289
48	0.9977802442	0.0300504472
49	0.9977802442	0.02907929938
50	0.9977802442	0.02824835075
51	0.9977802442	0.02739606512
52	0.9972237646	0.02665126896
53	0.9977802442	0.02586207315
54	0.9977802442	0.02517835101
55	0.9977802442	0.0245260007
56	0.9977802442	0.02383686921
57	0.9977802442	0.02329925274
58	0.9977802442	0.02264545643
59	0.9977802442	0.02214077985
60	0.9977802442	0.02167585205
61	0.9977802442	0.02107003066
62	0.9983342587	0.02066934398
63	0.9988888889	0.02021555795
64	0.9983342587	0.01990292493
65	0.9983342587	0.01944144004
66	0.9988888889	0.0191446265
67	0.9988888889	0.01873401112
68	0.9988888889	0.01836524526
69	0.9983342587	0.01805722355
70	0.9988888889	0.01774841515
71	0.9988888889	0.01734614137
72	0.9988888889	0.01705054563
73	0.9988888889	0.01678560783
74	0.9988888889	0.01652144048
75	0.9988888889	0.01625485561
76	0.9988888889	0.0159276819
77	0.9988888889	0.01566082277
78	0.9988888889	0.01544957898
79	0.9988888889	0.01523074538
80	0.9988888889	0.01497197669
81	0.9988888889	0.01474751951
82	0.9988888889	0.01450422384
83	0.9988888889	0.01440179984
84	0.9988888889	0.01416110065
85	0.9988888889	0.01395770684
86	0.9988888889	0.01368770195
87	0.9988888889	0.01348082017
88	0.9988888889	0.01321778233
89	0.9988888889	0.01304759281
90	0.9988888889	0.0128489307
91	0.9988888889	0.0126578147
92	0.9988888889	0.01239781156
93	0.9988888889	0.01220900677
94	0.9988888889	0.01202582172
95	0.9988888889	0.01182212492
96	0.9988888889	0.01163305533
97	0.9988888889	0.0114926712
