iter	F1	CrossEntropy
0	0.9362880886	0.6413898105
1	0.9421487603	0.5994393997
2	0.9508196721	0.5608613052
3	0.956043956	0.5254319804
4	0.9450549451	0.4948025694
5	0.9505494505	0.4626421642
6	0.9508196721	0.4364066917
7	0.9482288828	0.4147202905
8	0.9453551913	0.3889095143
9	0.9510869565	0.3653790052
10	0.9567567568	0.3478641555
11	0.9539295393	0.3297366101
12	0.9510869565	0.3163607917
13	0.9567567568	0.3010260919
14	0.9510869565	0.2877147223
15	0.9647696477	0.2733623841
16	0.9619565217	0.2643512685
17	0.9619565217	0.2530744134
18	0.9619565217	0.2418163278
19	0.9621621622	0.232424934
20	0.9621621622	0.2254203625
21	0.9647696477	0.2170961588
22	0.9647696477	0.2075501156
23	0.9621621622	0.2020533376
24	0.9647696477	0.1958512359
25	0.9621621622	0.1908369657
26	0.9621621622	0.1863388344
27	0.9619565217	0.1831384785
28	0.9619565217	0.1780082623
29	0.9619565217	0.1740792877
30	0.9647696477	0.1692536047
31	0.9647696477	0.1660232616
32	0.9673913043	0.1613312634
33	0.9673913043	0.1575073616
34	0.9673913043	0.1531141938
35	0.9673913043	0.1490297073
36	0.970027248	0.1447505996
37	0.970027248	0.1422573413
38	0.972826087	0.139575752
39	0.972826087	0.1366922019
40	0.972826087	0.1326980842
41	0.972826087	0.1289100445
42	0.972826087	0.1263995074
43	0.972826087	0.1232853817
44	0.972826087	0.1199846695
45	0.972826087	0.1174929682
46	0.9756097561	0.1143993445
47	0.9756097561	0.1114208432
48	0.9756097561	0.1096228646
49	0.9756097561	0.1079195499
50	0.9756097561	0.1061518065
51	0.9756097561	0.1040808665
52	0.9756097561	0.1021585715
53	0.9756097561	0.1012059325
54	0.9782608696	0.09973843575
55	0.9756097561	0.09754584559
56	0.9756097561	0.09599304389
57	0.9756097561	0.09456583898
58	0.9782608696	0.09291816085
59	0.9782608696	0.0917502951
60	0.9836956522	0.08988958613
61	0.9836956522	0.08899344715
62	0.9836956522	0.08812936646
63	0.9836956522	0.08676492075
64	0.9836956522	0.08519816441
65	0.9836956522	0.0835842427
66	0.9836956522	0.08229547368
67	0.9836956522	0.08101579796
68	0.9836956522	0.07916947851
69	0.9836956522	0.07783548185
70	0.9836956522	0.07622981777
71	0.9836956522	0.07505390385
72	0.9864498645	0.07352887208
73	0.9864498645	0.07202983447
74	0.9864498645	0.07049932942
75	0.9891891892	0.06920746668
76	0.9891891892	0.0674011958
77	0.9891891892	0.06615594664
78	0.9891891892	0.06517735015
79	0.9891891892	0.06461603591
80	0.9891891892	0.0638785042
81	0.9891891892	0.06246234356
82	0.9891891892	0.06169857749
83	0.9891891892	0.06032230626
84	0.9918699187	0.05938679179
85	0.9918699187	0.05844943082
86	0.9918699187	0.0578996256
87	0.9918699187	0.0570414451
88	0.9918699187	0.0560370383
89	0.9918699187	0.05559426731
90	0.9918699187	0.0547508661
91	0.9918699187	0.05440322285
92	0.9918699187	0.0535574907
93	0.9945945946	0.05260766279
94	0.9945945946	0.05188071513
95	0.9945945946	0.05107698537
96	0.9945945946	0.05045311171
97	0.9945945946	0.04984561469
98	0.9945945946	0.04934536833
99	0.9945945946	0.04917373484
