iter	Passed	Remaining
1483	60463	61767
1484	60504	61726
1485	60544	61684
1486	60584	61643
1487	60625	61603
1488	60666	61562
1489	60706	61521
1490	60746	61479
1491	60786	61438
1492	60829	61399
1493	60871	61360
1494	60912	61319
1495	60952	61278
1496	60992	61237
1497	61034	61197
1498	61074	61155
1499	61115	61115
1500	61155	61074
1501	61195	61033
1502	61236	60992
1503	61276	60950
1504	61317	60909
1505	61358	60869
1506	61400	60829
1507	61442	60790
1508	61482	60749
1509	61524	60709
1510	61564	60668
1511	61606	60628
1512	61646	60587
1513	61688	60547
1514	61729	60506
1515	61771	60467
1516	61812	60427
1517	61855	60388
1518	61895	60347
1519	61936	60306
1520	61978	60266
1521	62018	60226
1522	62059	60185
1523	62101	60145
1524	62143	60105
1525	62184	60065
1526	62227	60026
1527	62267	59985
1528	62308	59945
1529	62349	59904
1530	62389	59863
1531	62430	59822
1532	62471	59782
1533	62513	59742
1534	62554	59701
1535	62595	59661
1536	62637	59621
1537	62677	59580
1538	62718	59540
1539	62759	59499
1540	62800	59458
1541	62841	59417
1542	62881	59377
1543	62922	59336
1544	62963	59295
1545	63004	59254
1546	63045	59214
1547	63086	59174
1548	63128	59134
1549	63169	59093
1550	63210	59053
1551	63253	59014
1552	63294	58974
1553	63336	58934
1554	63376	58893
1555	63418	58853
1556	63459	58812
1557	63499	58772
1558	63541	58732
1559	63582	58691
1560	63624	58651
1561	63666	58612
1562	63706	58571
1563	63747	58530
1564	63787	58489
1565	63828	58448
1566	63870	58409
1567	63912	58368
1568	63958	58333
1569	63998	58291
1570	64038	58250
1571	64080	58210
1572	64121	58169
1573	64161	58128
1574	64203	58088
1575	64243	58047
1576	64284	58006
1577	64325	57966
1578	64365	57925
1579	64406	57884
1580	64446	57843
1581	64487	57801
1582	64528	57761
1583	64570	57722
1584	64610	57680
1585	64650	57639
1586	64692	57599
1587	64734	57559
1588	64776	57519
1589	64816	57479
1590	64858	57438
1591	64898	57397
1592	64938	57356
1593	64980	57316
1594	65020	57275
1595	65061	57234
1596	65104	57195
1597	65144	57154
1598	65184	57112
1599	65224	57071
1600	65265	57030
1601	65305	56989
1602	65346	56949
1603	65387	56908
1604	65427	56866
1605	65468	56826
1606	65509	56785
1607	65552	56746
1608	65592	56705
1609	65633	56664
1610	65674	56623
1611	65714	56582
1612	65754	56541
1613	65794	56500
1614	65835	56459
1615	65878	56420
1616	65919	56379
1617	65960	56339
1618	66000	56298
1619	66042	56258
1620	66084	56218
1621	66125	56177
1622	66167	56138
1623	66207	56097
1624	66247	56055
1625	66289	56015
1626	66330	55975
1627	66370	55933
1628	66411	55892
1629	66451	55851
1630	66493	55811
1631	66533	55770
1632	66573	55729
1633	66613	55687
1634	66653	55646
1635	66693	55605
1636	66733	55564
1637	66775	55523
1638	66817	55483
1639	66857	55442
1640	66897	55401
1641	66938	55360
1642	66978	55319
1643	67019	55278
1644	67061	55239
1645	67102	55198
1646	67143	55158
1647	67185	55118
1648	67225	55076
1649	67266	55035
1650	67305	54994
1651	67345	54952
1652	67386	54912
1653	67427	54871
1654	67468	54830
1655	67508	54789
1656	67548	54747
1657	67588	54706
1658	67629	54666
1659	67669	54624
1660	67710	54584
1661	67751	54543
1662	67792	54503
1663	67832	54461
