iter	F1	CrossEntropy
190	1	0.004963528182
191	1	0.004928216355
192	1	0.004904793616
193	1	0.004869725882
194	1	0.004846071585
195	1	0.004817196835
196	1	0.004798629788
197	1	0.004783974832
198	1	0.00473792567
199	1	0.004700383847
200	1	0.004676540509
201	1	0.004645614432
202	1	0.00461374879
203	1	0.004579049268
204	1	0.004553068248
205	1	0.004503718648
206	1	0.004466972774
207	1	0.004432643079
208	1	0.004396902401
209	1	0.004374845332
210	1	0.004331973679
211	1	0.004311867569
212	1	0.004280721135
213	1	0.004267002876
214	1	0.004230876308
215	1	0.004203650277
216	1	0.004172250348
217	1	0.00415473293
218	1	0.004123506882
219	1	0.004089602353
220	1	0.004058031847
221	1	0.004028925038
222	1	0.004007906173
223	1	0.00397320247
224	1	0.003952496197
225	1	0.003926904238
226	1	0.003897903102
227	1	0.003867325025
228	1	0.003845263731
229	1	0.003815623682
230	1	0.003791831313
231	1	0.003777244546
232	1	0.003758407903
233	1	0.003729886899
234	1	0.003711995484
235	1	0.003690345901
236	1	0.003660389115
237	1	0.003631985899
238	1	0.003603047593
239	1	0.00358648512
240	1	0.003577061424
241	1	0.003568730405
242	1	0.003554668605
243	1	0.003534662825
244	1	0.003521041783
245	1	0.0035057349
246	1	0.003479691996
247	1	0.003463854459
248	1	0.003431320676
249	1	0.003406424114
250	1	0.003382681101
251	1	0.003364960229
252	1	0.003353652802
253	1	0.003326858163
254	1	0.003302908663
255	1	0.003282443071
256	1	0.003260732357
257	1	0.003242095114
258	1	0.003218354897
259	1	0.003198585506
260	1	0.00318657442
261	1	0.003174922064
262	1	0.003150300052
263	1	0.003137875849
264	1	0.003127311177
265	1	0.003115406617
266	1	0.003102262125
267	1	0.00308129373
268	1	0.003057817177
269	1	0.003047845026
270	1	0.003031675989
271	1	0.003023343565
272	1	0.003011974606
273	1	0.002993265853
274	1	0.002983445467
275	1	0.002975175274
276	1	0.002965823924
277	1	0.002949977972
278	1	0.002933601518
279	1	0.002915860037
280	1	0.002906729983
281	1	0.002897820691
282	1	0.002880376894
283	1	0.002860630254
284	1	0.002841384364
285	1	0.002822804186
286	1	0.00280940009
287	1	0.002792035854
288	1	0.002775678877
289	1	0.002763615746
290	1	0.002748071327
291	1	0.002729790454
292	1	0.002721974399
293	1	0.002704925052
294	1	0.002688396076
295	1	0.002674647933
296	1	0.002663074267
297	1	0.002651221034
298	1	0.002643813451
299	1	0.002636647958
300	1	0.002625421275
301	1	0.002617729389
302	1	0.002601727996
303	1	0.002593813662
304	1	0.002587096945
305	1	0.002580578876
306	1	0.002565540751
307	1	0.002556619691
308	1	0.002549609164
309	1	0.002534846093
310	1	0.00253484462
311	1	0.002528025282
312	1	0.002521697415
313	1	0.00250747122
314	1	0.002492702789
315	1	0.002484329413
316	1	0.002478270053
317	1	0.002472761917
318	1	0.00245775033
319	1	0.00244962097
320	1	0.00244299014
321	1	0.002429876749
322	1	0.002423421495
323	1	0.002416623743
324	1	0.002413262959
325	1	0.002406998123
326	1	0.002397392761
327	1	0.002383470376
328	1	0.002375594772
329	1	0.002375584671
330	1	0.00236960215
331	1	0.002356177823
332	1	0.002343184897
333	1	0.002330604457
334	1	0.002324807798
335	1	0.002312637899
336	1	0.002312632917
337	1	0.002306965846
338	1	0.002301582923
339	1	0.002289827624
340	1	0.002289788313
341	1	0.002278393283
342	1	0.002278373603
343	1	0.002278373603
344	1	0.002278373603
345	1	0.002278373603
346	1	0.002278373603
347	1	0.002267323587
348	1	0.002267284167
349	1	0.002267274314
350	1	0.002267264461
351	1	0.00225654479
352	1	0.002256509577
353	1	0.002256470093
354	1	0.002256450355
355	1	0.00225643062
356	1	0.002256410887
357	1	0.002256391157
358	1	0.002256371429
359	1	0.002256351704
360	1	0.002256331981
361	1	0.00225625327
362	1	0.002256242725
363	1	0.002256237797
364	1	0.002256119882
365	1	0.002256109339
366	1	0.002245705198
367	1	0.002245695328
368	1	0.002245685459
369	1	0.002245685459
370	1	0.002245664405
371	1	0.002245664405
372	1	0.002245664405
373	1	0.002245664405
374	1	0.002235563836
375	1	0.002235553943
376	1	0.002235544051
377	1	0.00223553416
378	1	0.002227552175
379	1	0.002226074003
380	1	0.002226069075
381	1	0.002216291198
382	1	0.002216286257
383	1	0.002216283787
384	1	0.002216281317
385	1	0.002214313729
386	1	0.002214311287
387	1	0.002209621816
388	1	0.002209616973
389	1	0.002209616973
390	1	0.002209616973
391	1	0.002209616973
392	1	0.002209616973
393	1	0.002209616973
394	1	0.002209616973
395	1	0.002204999066
396	1	0.002204979858
397	1	0.002204970255
398	1	0.002204960653
399	1	0.00219546485
400	1	0.002195445592
401	1	0.002195435965
402	1	0.002190898486
403	1	0.002181674096
404	1	0.002181674096
405	1	0.00217721371
406	1	0.00217721371
407	1	0.00217721371
408	1	0.002172819787
409	1	0.002172782078
410	1	0.002172780032
411	1	0.002168451281
412	1	0.002159493731
413	1	0.002159493731
414	1	0.002159492558
415	1	0.002159492558
416	1	0.002155234879
417	1	0.002146525892
418	1	0.002146517901
419	1	0.002146406111
420	1	0.002146368766
421	1	0.002146352787
422	1	0.002146350453
423	1	0.00214634812
424	1	0.002137874554
425	1	0.002137799783
426	1	0.002133618619
427	1	0.002125373048
428	1	0.002117880738
429	1	0.002109873917
430	1	0.00210577625
431	1	0.002098071767
432	1	0.002098064076
433	1	0.002094054696
434	1	0.002086575578
435	1	0.002082650963
436	1	0.002074933567
437	1	0.002074914682
438	1	0.002074884787
439	1	0.002074869843
440	1	0.002074867652
441	1	0.00206762105
442	1	0.002060074211
443	1	0.002060074211
444	1	0.002060065821
445	1	0.002060062122
446	1	0.002060054723
447	1	0.002060054723
448	1	0.002060046334
449	1	0.002060046334
450	1	0.002060035191
451	1	0.002060035191
452	1	0.002060035191
453	1	0.002060035191
454	1	0.002060035191
455	1	0.002060030997
456	1	0.002060022609
457	1	0.00206001891
458	1	0.00206001891
459	1	0.002052968059
460	1	0.002052964391
461	1	0.002052953411
462	1	0.002052949743
463	1	0.002052949743
464	1	0.002052946075
465	1	0.002052942407
466	1	0.002052938739
467	1	0.002052936674
468	1	0.002052933006
469	1	0.002052929338
470	1	0.002052927273
471	1	0.002052923605
472	1	0.002052919938
473	1	0.002052916271
474	1	0.002052912603
475	1	0.002052908936
476	1	0.002052905269
477	1	0.002052901602
478	1	0.002052901602
479	1	0.002052879651
480	1	0.002052850322
481	1	0.002052833499
482	1	0.002052829834
483	1	0.002052827769
484	1	0.002052810949
485	1	0.002052789004
486	1	0.002052785339
487	1	0.002052782597
488	1	0.002052760656
489	1	0.002052731343
490	1	0.002052714832
491	1	0.002052711169
492	1	0.002052689237
493	1	0.002052667308
494	1	0.002052650802
495	1	0.00205264714
496	1	0.002052632493
497	1	0.002052632493
498	1	0.002052629752
499	1	0.002052615106
